HsCode6,HsCode4,HsCode2,HsChapterName,HsHeadingName,CommodityName,CommodityGroup,IsDangerousGoods,ImdgClass,UnNumber,IsTemperatureControlled,RequiredTempC,IsHighValue,AvgDensityKgPerCbm,TypicalStuffFactorTeu,CommodityKey
170119,1701,17,Sugars and Sugar Confectionery,Cane or Beet Sugar,Cane or Beet Sugar - Refined,Consumer Goods,0,#NA,#NA,0,,0,815.0,26.69,159
170120,1701,17,Sugars and Sugar Confectionery,Cane or Beet Sugar,Cane or Beet Sugar - Processed,Consumer Goods,0,#NA,#NA,0,,0,801.7,27.13,160
180101,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Grade A",Raw Materials,0,#NA,#NA,0,,0,569.2,30.0,161
180102,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Grade B",Raw Materials,0,#NA,#NA,0,,0,588.2,30.0,162
180103,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Bulk",Raw Materials,0,#NA,#NA,0,,0,540.5,30.0,163
180104,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Retail Pack",Raw Materials,0,#NA,#NA,0,,0,539.1,30.0,164
180105,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Industrial Grade",Raw Materials,0,#NA,#NA,0,,0,522.4,30.0,165
180106,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Premium",Raw Materials,0,#NA,#NA,0,,0,554.3,30.0,166
180107,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Standard",Raw Materials,0,#NA,#NA,0,,0,586.5,30.0,167
180108,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Economy",Raw Materials,0,#NA,#NA,0,,0,581.9,30.0,168
180109,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Type I",Raw Materials,0,#NA,#NA,0,,0,533.2,30.0,169
180110,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Type II",Raw Materials,0,#NA,#NA,0,,0,528.5,30.0,170
180111,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Type III",Raw Materials,0,#NA,#NA,0,,0,546.9,30.0,171
180112,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Class 1",Raw Materials,0,#NA,#NA,0,,0,580.2,30.0,172
180113,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Class 2",Raw Materials,0,#NA,#NA,0,,0,563.7,30.0,173
180114,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Export Grade",Raw Materials,0,#NA,#NA,0,,0,525.5,30.0,174
180115,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Domestic Grade",Raw Materials,0,#NA,#NA,0,,0,523.3,30.0,175
180116,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Carton Pack",Raw Materials,0,#NA,#NA,0,,0,562.2,30.0,176
180117,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Palletized",Raw Materials,0,#NA,#NA,0,,0,576.1,30.0,177
180118,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Loose",Raw Materials,0,#NA,#NA,0,,0,544.3,30.0,178
180119,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Refined",Raw Materials,0,#NA,#NA,0,,0,566.1,30.0,179
180120,1801,18,Cocoa and Cocoa Preparations,"Cocoa Beans, Whole or Broken","Cocoa Beans, Whole or Broken - Processed",Raw Materials,0,#NA,#NA,0,,0,565.2,30.0,180
220401,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Grade A,Consumer Goods,0,#NA,#NA,0,,0,979.9,22.2,181
220402,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Grade B,Consumer Goods,0,#NA,#NA,0,,0,957.8,22.71,182
220403,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Bulk,Consumer Goods,0,#NA,#NA,0,,0,979.7,22.2,183
220404,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Retail Pack,Consumer Goods,0,#NA,#NA,0,,0,957.6,22.71,184
220405,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Industrial Grade,Consumer Goods,0,#NA,#NA,0,,0,971.7,22.38,185
220406,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Premium,Consumer Goods,0,#NA,#NA,0,,0,952.9,22.82,186
220407,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Standard,Consumer Goods,0,#NA,#NA,0,,0,967.6,22.48,187
220408,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Economy,Consumer Goods,0,#NA,#NA,0,,0,968.2,22.47,188
220409,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Type I,Consumer Goods,0,#NA,#NA,0,,0,971.6,22.39,189
220410,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Type II,Consumer Goods,0,#NA,#NA,0,,0,961.1,22.63,190
220411,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Type III,Consumer Goods,0,#NA,#NA,0,,0,953.6,22.81,191
220412,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Class 1,Consumer Goods,0,#NA,#NA,0,,0,953.3,22.81,192
220413,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Class 2,Consumer Goods,0,#NA,#NA,0,,0,956.9,22.73,193
220414,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Export Grade,Consumer Goods,0,#NA,#NA,0,,0,968.7,22.45,194
220415,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Domestic Grade,Consumer Goods,0,#NA,#NA,0,,0,973.8,22.34,195
220416,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Carton Pack,Consumer Goods,0,#NA,#NA,0,,0,963.1,22.58,196
220417,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Palletized,Consumer Goods,0,#NA,#NA,0,,0,955.8,22.76,197
220418,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Loose,Consumer Goods,0,#NA,#NA,0,,0,961.6,22.62,198
220419,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Refined,Consumer Goods,0,#NA,#NA,0,,0,974.9,22.31,199
220420,2204,22,"Beverages, Spirits and Vinegar",Wine of Fresh Grapes,Wine of Fresh Grapes - Processed,Consumer Goods,0,#NA,#NA,0,,0,967.5,22.48,200
220301,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Grade A,Consumer Goods,0,#NA,#NA,0,,0,991.3,21.94,201
220302,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Grade B,Consumer Goods,0,#NA,#NA,0,,0,997.6,21.8,202
220303,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Bulk,Consumer Goods,0,#NA,#NA,0,,0,992.6,21.91,203
220304,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Retail Pack,Consumer Goods,0,#NA,#NA,0,,0,997.6,21.8,204
220305,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Industrial Grade,Consumer Goods,0,#NA,#NA,0,,0,990.2,21.97,205
220306,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Premium,Consumer Goods,0,#NA,#NA,0,,0,999.1,21.77,206
220307,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Standard,Consumer Goods,0,#NA,#NA,0,,0,999.2,21.77,207
220308,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Economy,Consumer Goods,0,#NA,#NA,0,,0,989.7,21.98,208
220309,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Type I,Consumer Goods,0,#NA,#NA,0,,0,999.3,21.77,209
220310,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Type II,Consumer Goods,0,#NA,#NA,0,,0,986.1,22.06,210
220311,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Type III,Consumer Goods,0,#NA,#NA,0,,0,983.5,22.11,211
220312,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Class 1,Consumer Goods,0,#NA,#NA,0,,0,988.9,21.99,212
220313,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Class 2,Consumer Goods,0,#NA,#NA,0,,0,988.4,22.01,213
220314,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Export Grade,Consumer Goods,0,#NA,#NA,0,,0,991.7,21.93,214
220315,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Domestic Grade,Consumer Goods,0,#NA,#NA,0,,0,986.4,22.05,215
220316,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Carton Pack,Consumer Goods,0,#NA,#NA,0,,0,984.5,22.09,216
220317,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Palletized,Consumer Goods,0,#NA,#NA,0,,0,995.9,21.84,217
220318,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Loose,Consumer Goods,0,#NA,#NA,0,,0,988.2,22.01,218
220319,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Refined,Consumer Goods,0,#NA,#NA,0,,0,992.7,21.91,219
220320,2203,22,"Beverages, Spirits and Vinegar",Beer Made from Malt,Beer Made from Malt - Processed,Consumer Goods,0,#NA,#NA,0,,0,987.8,22.02,220
271001,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Grade A",Chemical,1,3,UN1268,0,,0,819.7,26.54,221
271002,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Grade B",Chemical,1,3,UN1268,0,,0,843.3,25.79,222
271003,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Bulk",Chemical,1,3,UN1268,0,,0,808.6,26.9,223
271004,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Retail Pack",Chemical,1,3,UN1268,0,,0,843.9,25.77,224
271005,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Industrial Grade",Chemical,1,3,UN1268,0,,0,857.4,25.37,225
271006,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Premium",Chemical,1,3,UN1268,0,,0,854.2,25.46,226
271007,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Standard",Chemical,1,3,UN1268,0,,0,830.3,26.2,227
271008,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Economy",Chemical,1,3,UN1268,0,,0,848.9,25.62,228
271009,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Type I",Chemical,1,3,UN1268,0,,0,818.6,26.57,229
271010,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Type II",Chemical,1,3,UN1268,0,,0,819.9,26.53,230
271011,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Type III",Chemical,1,3,UN1268,0,,0,892.6,24.37,231
271012,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Class 1",Chemical,1,3,UN1268,0,,0,803.9,27.05,232
271013,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Class 2",Chemical,1,3,UN1268,0,,0,866.0,25.11,233
271014,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Export Grade",Chemical,1,3,UN1268,0,,0,877.7,24.78,234
271015,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Domestic Grade",Chemical,1,3,UN1268,0,,0,871.4,24.96,235
271016,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Carton Pack",Chemical,1,3,UN1268,0,,0,848.3,25.64,236
271017,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Palletized",Chemical,1,3,UN1268,0,,0,884.2,24.6,237
271018,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Loose",Chemical,1,3,UN1268,0,,0,810.8,26.83,238
271019,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Refined",Chemical,1,3,UN1268,0,,0,847.2,25.67,239
271020,2710,27,"Mineral Fuels, Mineral Oils and Products of Their Distillation","Petroleum Oils, Refined","Petroleum Oils, Refined - Processed",Chemical,1,3,UN1268,0,,0,827.2,26.29,240
281101,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Grade A,Chemical,1,8,UN3264,0,,0,1375.0,15.82,241
281102,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Grade B,Chemical,1,8,UN3264,0,,0,1229.0,17.7,242
281103,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Bulk,Chemical,1,8,UN3264,0,,0,1319.0,16.49,243
281104,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Retail Pack,Chemical,1,8,UN3264,0,,0,1196.5,18.18,244
281105,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Industrial Grade,Chemical,1,8,UN3264,0,,0,1174.5,18.52,245
281106,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Premium,Chemical,1,8,UN3264,0,,0,1394.1,15.6,246
281107,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Standard,Chemical,1,8,UN3264,0,,0,1173.7,18.53,247
281108,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Economy,Chemical,1,8,UN3264,0,,0,1168.3,18.62,248
281109,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Type I,Chemical,1,8,UN3264,0,,0,1288.2,16.88,249
281110,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Type II,Chemical,1,8,UN3264,0,,0,1255.5,17.32,250
281111,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Type III,Chemical,1,8,UN3264,0,,0,1390.8,15.64,251
281112,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Class 1,Chemical,1,8,UN3264,0,,0,1200.6,18.12,252
281113,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Class 2,Chemical,1,8,UN3264,0,,0,1387.7,15.67,253
281114,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Export Grade,Chemical,1,8,UN3264,0,,0,1378.2,15.78,254
281115,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Domestic Grade,Chemical,1,8,UN3264,0,,0,1238.6,17.56,255
281116,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Carton Pack,Chemical,1,8,UN3264,0,,0,1127.4,19.29,256
281117,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Palletized,Chemical,1,8,UN3264,0,,0,1293.6,16.81,257
281118,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Loose,Chemical,1,8,UN3264,0,,0,1130.0,19.25,258
281119,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Refined,Chemical,1,8,UN3264,0,,0,1226.5,17.73,259
281120,2811,28,Inorganic Chemicals,Other Inorganic Acids,Other Inorganic Acids - Processed,Chemical,1,8,UN3264,0,,0,1266.2,17.18,260
280401,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Grade A",Chemical,1,2,UN1049,0,,0,50.8,30.0,261
280402,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Grade B",Chemical,1,2,UN1049,0,,0,75.2,30.0,262
280403,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Bulk",Chemical,1,2,UN1049,0,,0,70.6,30.0,263
280404,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Retail Pack",Chemical,1,2,UN1049,0,,0,64.4,30.0,264
280405,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Industrial Grade",Chemical,1,2,UN1049,0,,0,69.3,30.0,265
280406,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Premium",Chemical,1,2,UN1049,0,,0,92.9,30.0,266
280407,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Standard",Chemical,1,2,UN1049,0,,0,68.3,30.0,267
280408,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Economy",Chemical,1,2,UN1049,0,,0,72.5,30.0,268
280409,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Type I",Chemical,1,2,UN1049,0,,0,59.7,30.0,269
280410,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Type II",Chemical,1,2,UN1049,0,,0,88.6,30.0,270
280411,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Type III",Chemical,1,2,UN1049,0,,0,51.8,30.0,271
280412,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Class 1",Chemical,1,2,UN1049,0,,0,64.5,30.0,272
280413,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Class 2",Chemical,1,2,UN1049,0,,0,89.3,30.0,273
280414,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Export Grade",Chemical,1,2,UN1049,0,,0,92.3,30.0,274
280415,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Domestic Grade",Chemical,1,2,UN1049,0,,0,67.8,30.0,275
280416,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Carton Pack",Chemical,1,2,UN1049,0,,0,58.2,30.0,276
280417,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Palletized",Chemical,1,2,UN1049,0,,0,68.9,30.0,277
280418,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Loose",Chemical,1,2,UN1049,0,,0,56.1,30.0,278
280419,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Refined",Chemical,1,2,UN1049,0,,0,92.9,30.0,279
280420,2804,28,Inorganic Chemicals,"Hydrogen, Rare Gases and Other Non-Metals","Hydrogen, Rare Gases and Other Non-Metals - Processed",Chemical,1,2,UN1049,0,,0,81.2,30.0,280
290901,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Grade A",Chemical,1,3,UN1170,0,,0,835.8,26.02,281
290902,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Grade B",Chemical,1,3,UN1170,0,,0,750.6,28.98,282
290903,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Bulk",Chemical,1,3,UN1170,0,,0,867.0,25.09,283
290904,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Retail Pack",Chemical,1,3,UN1170,0,,0,796.0,27.32,284
290905,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Industrial Grade",Chemical,1,3,UN1170,0,,0,780.7,27.86,285
290906,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Premium",Chemical,1,3,UN1170,0,,0,791.2,27.49,286
290907,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Standard",Chemical,1,3,UN1170,0,,0,838.3,25.94,287
290908,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Economy",Chemical,1,3,UN1170,0,,0,823.2,26.42,288
290909,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Type I",Chemical,1,3,UN1170,0,,0,797.2,27.28,289
290910,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Type II",Chemical,1,3,UN1170,0,,0,756.7,28.74,290
290911,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Type III",Chemical,1,3,UN1170,0,,0,760.2,28.61,291
290912,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Class 1",Chemical,1,3,UN1170,0,,0,829.1,26.23,292
290913,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Class 2",Chemical,1,3,UN1170,0,,0,844.6,25.75,293
290914,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Export Grade",Chemical,1,3,UN1170,0,,0,784.2,27.73,294
290915,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Domestic Grade",Chemical,1,3,UN1170,0,,0,862.1,25.23,295
290916,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Carton Pack",Chemical,1,3,UN1170,0,,0,757.0,28.73,296
290917,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Palletized",Chemical,1,3,UN1170,0,,0,815.3,26.68,297
290918,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Loose",Chemical,1,3,UN1170,0,,0,896.7,24.26,298
290919,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Refined",Chemical,1,3,UN1170,0,,0,899.5,24.18,299
290920,2909,29,Organic Chemicals,"Ethers, Alcohols, Peroxides","Ethers, Alcohols, Peroxides - Processed",Chemical,1,3,UN1170,0,,0,863.5,25.19,300
300401,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Grade A",Chemical,0,#NA,#NA,1,5.0,1,442.4,30.0,301
300402,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Grade B",Chemical,0,#NA,#NA,1,5.0,1,468.7,30.0,302
300403,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Bulk",Chemical,0,#NA,#NA,1,5.0,1,490.9,30.0,303
300404,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Retail Pack",Chemical,0,#NA,#NA,1,5.0,1,529.9,30.0,304
300405,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Industrial Grade",Chemical,0,#NA,#NA,1,5.0,1,513.0,30.0,305
300406,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Premium",Chemical,0,#NA,#NA,1,5.0,1,547.6,30.0,306
300407,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Standard",Chemical,0,#NA,#NA,1,5.0,1,501.7,30.0,307
300408,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Economy",Chemical,0,#NA,#NA,1,5.0,1,519.3,30.0,308
300409,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Type I",Chemical,0,#NA,#NA,1,5.0,1,461.3,30.0,309
300410,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Type II",Chemical,0,#NA,#NA,1,5.0,1,452.7,30.0,310
300411,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Type III",Chemical,0,#NA,#NA,1,5.0,1,590.4,30.0,311
300412,3004,30,Pharmaceutical Products,"Medicaments, Mixed or Unmixed","Medicaments, Mixed or Unmixed - Class 1",Chemical,0,#NA,#NA,1,5.0,1,454.3,30.0,312
