SkuCode,SkuDescription,CustomerCode,CommodityKey,ProductCategory,ProductSubCategory,UnitOfMeasure,UnitsPerCarton,CartonsPerPallet,UnitWeightKg,UnitVolumeCbm,UnitCostUsd,UnitPriceUsd,AbcClassStatic,IsHazardous,RequiresColdChain,ShelfLifeDays,StorageType,IsActive,SkuKey
002422,Footwear with Leather Uppers - Economy - Retail Unit,CUS2803,568,Consumer Goods,Footwear with Leather Uppers,EA,27,21,4.4972,0.02424,10.74,12.68,C,0,0,,Ambient,1,2422
002423,Soap and Organic Surface-Active Products - Class 1 - Retail Unit,CUS0499,372,Consumer Goods,Soap and Organic Surface-Active Products,CTN,11,65,24.6848,0.04961,299.22,493.56,C,0,0,,Ambient,1,2423
002424,"Hydrogen, Rare Gases and Other Non-Metals - Type III - Retail Unit",CUS2719,271,Chemical,"Hydrogen, Rare Gases and Other Non-Metals",PAL,48,44,1.4925,0.02818,40.06,48.04,C,1,0,,Hazmat,1,2424
002425,Other Floating Structures - Refined - Retail Unit,CUS0253,839,Project Cargo,Other Floating Structures,PAL,24,24,21.1594,0.03283,54.21,124.48,C,0,0,,Ambient,1,2425
002426,"Petroleum Oils, Refined - Economy - Retail Unit",CUS1661,228,Chemical,"Petroleum Oils, Refined",CTN,39,39,12.9002,0.0154,159.76,248.29,A,1,0,,Hazmat,1,2426
002427,Medical Instruments and Appliances - Premium - Retail Unit,CUS1319,846,Industrial,Medical Instruments and Appliances,PAL,38,41,7.3215,0.03584,1224.18,2127.51,C,0,0,,Ambient,1,2427
002428,"T-Shirts, Singlets, Knitted - Type II - Retail Unit",CUS1713,530,Consumer Goods,"T-Shirts, Singlets, Knitted",EA,3,40,1.2768,0.00891,32.06,39.45,C,0,0,,Bulk,1,2428
002429,"Fireworks, Signalling Flares - Type II - Retail Unit",CUS1669,390,Industrial,"Fireworks, Signalling Flares",EA,9,59,25.5898,0.03474,536.0,712.93,B,1,0,,Hazmat,1,2429
002430,Frozen Fish - Premium - Retail Unit,CUS1281,26,Perishable,Frozen Fish,EA,25,78,4.7778,0.01016,121.57,146.74,C,0,1,393,Frozen,1,2430
002431,"Insecticides, Pesticides, Disinfectants - Carton Pack - Retail Unit",CUS3194,416,Chemical,"Insecticides, Pesticides, Disinfectants",EA,29,60,27.4821,0.03476,575.2,1199.52,C,1,0,,Hazmat,1,2431
002432,"Ethers, Alcohols, Peroxides - Type I - Retail Unit",CUS0735,289,Chemical,"Ethers, Alcohols, Peroxides",PAL,14,27,35.7287,0.04237,1391.36,3435.41,C,1,0,,Hazmat,1,2432
002433,Other Floating Structures - Bulk - Retail Unit,CUS2645,823,Project Cargo,Other Floating Structures,EA,26,75,14.0524,0.02605,429.88,822.74,B,0,0,,Ambient,1,2433
002434,Other Inorganic Acids - Type II - Retail Unit,CUS3123,250,Chemical,Other Inorganic Acids,EA,17,34,28.7506,0.02224,380.84,821.03,C,1,0,,Hazmat,1,2434
002435,Perfumes and Toilet Waters - Retail Pack - Retail Unit,CUS1473,344,Consumer Goods,Perfumes and Toilet Waters,EA,22,33,4.3733,0.00723,315.96,561.09,B,1,0,,Hazmat,1,2435
002436,Parts and Accessories of Motor Vehicles - Grade A - Retail Unit,CUS0393,781,Automotive,Parts and Accessories of Motor Vehicles,KG,30,46,9.8224,0.03348,390.0,649.75,C,0,0,,Ambient,1,2436
002437,Motor Cars and Other Motor Vehicles - Grade B - Retail Unit,CUS0868,762,Automotive,Motor Cars and Other Motor Vehicles,CTN,31,76,1.2817,0.00426,53.37,107.08,B,0,0,,Ambient,1,2437
002438,Palm Oil and Its Fractions - Domestic Grade - Retail Unit,CUS2273,135,Chemical,Palm Oil and Its Fractions,EA,39,20,9.2752,0.00969,65.05,159.86,C,0,0,,Ambient,1,2438
002439,Automatic Data Processing Machines - Palletized - Retail Unit,CUS2053,677,Industrial,Automatic Data Processing Machines,EA,30,22,5.923,0.03791,289.53,429.7,B,0,0,,Ambient,1,2439
002440,"T-Shirts, Singlets, Knitted - Retail Pack - Retail Unit",CUS2639,524,Consumer Goods,"T-Shirts, Singlets, Knitted",CTN,35,76,0.8874,0.00645,19.13,44.79,A,0,0,,Ambient,1,2440
002441,Medical Instruments and Appliances - Refined - Retail Unit,CUS0762,859,Industrial,Medical Instruments and Appliances,EA,12,59,6.9904,0.03083,1017.71,2453.53,B,0,0,,Ambient,1,2441
002442,Palm Oil and Its Fractions - Standard - Retail Unit,CUS1158,127,Chemical,Palm Oil and Its Fractions,EA,31,35,18.9005,0.02153,456.07,660.63,B,0,0,,Ambient,1,2442
002443,Other Inorganic Acids - Refined - Retail Unit,CUS3117,259,Chemical,Other Inorganic Acids,CTN,33,62,33.3262,0.02486,873.48,1590.57,C,1,0,,Hazmat,1,2443
002444,Frozen Fish - Grade A - Retail Unit,CUS1487,21,Perishable,Frozen Fish,LTR,39,31,14.2636,0.03796,347.3,731.23,B,0,1,115,Chilled,1,2444
002445,"Citrus Fruit, Fresh or Dried - Bulk - Retail Unit",CUS2062,83,Perishable,"Citrus Fruit, Fresh or Dried",CTN,4,58,14.2819,0.03401,229.03,422.46,B,0,1,227,Frozen,1,2445
002446,Monitors and Projectors - Retail Pack - Retail Unit,CUS1859,724,Consumer Goods,Monitors and Projectors,CTN,31,62,2.2138,0.01495,417.21,1037.48,B,0,0,,Ambient,1,2446
002447,"Medicaments, Mixed or Unmixed - Grade A - Retail Unit",CUS2934,301,Chemical,"Medicaments, Mixed or Unmixed",EA,46,62,1.7461,0.00421,269.5,573.32,C,0,1,342,Frozen,1,2447
002448,Other Inorganic Acids - Retail Pack - Retail Unit,CUS2572,244,Chemical,Other Inorganic Acids,EA,40,44,46.6497,0.03427,380.66,643.45,B,1,0,,Hazmat,1,2448
002449,Medical Instruments and Appliances - Economy - Retail Unit,CUS1891,848,Industrial,Medical Instruments and Appliances,CTN,5,42,13.2128,0.03354,1556.25,2967.36,B,0,0,,Ambient,1,2449
002450,"Fireworks, Signalling Flares - Economy - Retail Unit",CUS1591,388,Industrial,"Fireworks, Signalling Flares",KG,23,69,16.5558,0.01849,235.71,363.04,C,1,0,,Hazmat,1,2450
002451,Motor Cars and Other Motor Vehicles - Class 1 - Retail Unit,CUS1075,772,Automotive,Motor Cars and Other Motor Vehicles,EA,23,79,5.8813,0.01686,995.29,2319.96,C,0,0,,Ambient,1,2451
002452,Beer Made from Malt - Premium - Retail Unit,CUS2297,206,Consumer Goods,Beer Made from Malt,PAL,37,47,43.0957,0.04244,1035.92,1410.55,C,0,0,,Bulk,1,2452
002453,"Bananas, Fresh or Dried - Class 1 - Retail Unit",CUS1362,72,Perishable,"Bananas, Fresh or Dried",CTN,7,77,15.4789,0.041,511.38,699.41,A,0,1,557,Frozen,1,2453
002454,Frozen Bovine Meat - Class 2 - Retail Unit,CUS0705,13,Perishable,Frozen Bovine Meat,PAL,5,25,6.3069,0.02161,52.86,89.65,C,0,1,393,Frozen,1,2454
002455,"Hydrogen, Rare Gases and Other Non-Metals - Class 2 - Retail Unit",CUS2114,273,Chemical,"Hydrogen, Rare Gases and Other Non-Metals",CTN,40,75,2.9654,0.03239,15.96,19.15,B,1,0,,Hazmat,1,2455
002456,Cane or Beet Sugar - Retail Pack - Retail Unit,CUS2985,144,Consumer Goods,Cane or Beet Sugar,EA,28,44,26.1283,0.0283,498.45,1055.77,C,0,0,,Ambient,1,2456
002457,Structures and Parts of Iron/Steel - Standard - Retail Unit,CUS1615,607,Industrial,Structures and Parts of Iron/Steel,EA,21,80,13.9091,0.01375,53.29,86.14,C,0,0,,Ambient,1,2457
002458,Cane or Beet Sugar - Premium - Retail Unit,CUS1853,146,Consumer Goods,Cane or Beet Sugar,EA,8,31,16.0588,0.01948,201.7,495.87,C,0,0,,Ambient,1,2458
002459,"Telephone Sets, Smartphones - Grade B - Retail Unit",CUS1716,702,Consumer Goods,"Telephone Sets, Smartphones",EA,22,75,1.4581,0.00763,321.06,733.77,C,0,0,,Ambient,1,2459
002460,"Petroleum Oils, Refined - Grade A - Retail Unit",CUS2529,221,Chemical,"Petroleum Oils, Refined",EA,1,31,23.0026,0.02828,881.86,1864.47,B,1,0,,Hazmat,0,2460
002461,Automatic Data Processing Machines - Loose - Retail Unit,CUS0398,678,Industrial,Automatic Data Processing Machines,PAL,48,27,1.8438,0.0094,87.55,213.84,A,0,0,,Ambient,1,2461
002462,Other Floating Structures - Carton Pack - Retail Unit,CUS2795,836,Project Cargo,Other Floating Structures,PAL,5,34,6.4976,0.01059,55.02,67.53,C,0,0,,Ambient,1,2462
002463,Other Furniture and Parts Thereof - Bulk - Retail Unit,CUS0099,863,Consumer Goods,Other Furniture and Parts Thereof,CTN,40,79,2.4824,0.00903,69.55,151.12,B,0,0,,Ambient,1,2463
002464,Footwear with Leather Uppers - Carton Pack - Retail Unit,CUS0402,576,Consumer Goods,Footwear with Leather Uppers,PAL,33,40,5.4799,0.03603,104.39,153.05,C,0,0,,Ambient,1,2464
002465,Mineral or Chemical Fertilisers - Grade A - Retail Unit,CUS2792,321,Chemical,Mineral or Chemical Fertilisers,EA,8,60,2.03,0.00223,27.62,48.64,A,1,0,,Hazmat,1,2465
002466,Wine of Fresh Grapes - Domestic Grade - Retail Unit,CUS2630,195,Consumer Goods,Wine of Fresh Grapes,EA,24,27,29.6456,0.0296,451.54,1082.37,C,0,0,,Ambient,1,2466
002467,Other Articles of Plastics - Retail Pack - Retail Unit,CUS0369,444,Industrial,Other Articles of Plastics,EA,40,69,4.4615,0.0167,131.61,167.6,C,0,0,,Bulk,1,2467
002468,"Parts of Balloons, Aircraft or Spacecraft - Type II - Retail Unit",CUS2990,810,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",EA,17,62,0.3783,0.00151,28.85,59.89,C,0,0,,Ambient,1,2468
002469,Perfumes and Toilet Waters - Type III - Retail Unit,CUS0153,351,Consumer Goods,Perfumes and Toilet Waters,CTN,1,41,0.4297,0.00066,87.09,116.75,B,1,0,,Hazmat,1,2469
002470,"Fireworks, Signalling Flares - Carton Pack - Retail Unit",CUS2441,396,Industrial,"Fireworks, Signalling Flares",CTN,19,70,19.679,0.02362,287.52,692.59,C,1,0,,Hazmat,1,2470
002471,Motor Cars and Other Motor Vehicles - Domestic Grade - Retail Unit,CUS0069,775,Automotive,Motor Cars and Other Motor Vehicles,CTN,26,48,8.657,0.03271,1977.82,4237.82,C,0,0,,Ambient,1,2471
002472,Perfumes and Toilet Waters - Type II - Retail Unit,CUS0455,350,Consumer Goods,Perfumes and Toilet Waters,EA,40,41,25.9121,0.04414,1748.4,2278.33,C,1,0,,Hazmat,1,2472
002473,Frozen Bovine Meat - Bulk - Retail Unit,CUS1563,3,Perishable,Frozen Bovine Meat,EA,40,26,6.7755,0.0245,51.23,125.48,C,0,1,651,Chilled,1,2473
002474,Motor Cars and Other Motor Vehicles - Export Grade - Retail Unit,CUS0688,774,Automotive,Motor Cars and Other Motor Vehicles,EA,19,42,1.6646,0.00458,361.04,561.95,A,0,0,,Ambient,1,2474
002475,"Hydrogen, Rare Gases and Other Non-Metals - Refined - Retail Unit",CUS1633,279,Chemical,"Hydrogen, Rare Gases and Other Non-Metals",PAL,17,37,3.5878,0.03762,110.84,234.89,C,1,0,,Hazmat,1,2475
002476,"Telephone Sets, Smartphones - Export Grade - Retail Unit",CUS2940,714,Consumer Goods,"Telephone Sets, Smartphones",LTR,41,74,11.1017,0.04836,657.91,1559.42,C,0,0,,Ambient,1,2476
002477,Electric Accumulators (Batteries) - Export Grade - Retail Unit,CUS2468,754,Industrial,Electric Accumulators (Batteries),EA,8,71,4.3992,0.01092,112.53,272.39,B,1,0,,Hazmat,0,2477
002478,Beer Made from Malt - Economy - Retail Unit,CUS3123,208,Consumer Goods,Beer Made from Malt,EA,5,64,33.4405,0.03038,1162.78,2684.59,C,0,0,,Ambient,1,2478
002479,Electric Accumulators (Batteries) - Economy - Retail Unit,CUS0383,748,Industrial,Electric Accumulators (Batteries),EA,21,77,21.0858,0.0385,1636.44,2705.25,B,1,0,,Hazmat,1,2479
002480,"Bananas, Fresh or Dried - Industrial Grade - Retail Unit",CUS2186,65,Perishable,"Bananas, Fresh or Dried",PAL,44,32,1.9805,0.00461,39.98,85.57,C,0,1,694,Chilled,1,2480
002481,Palm Oil and Its Fractions - Type II - Retail Unit,CUS2685,130,Chemical,Palm Oil and Its Fractions,EA,22,38,10.9133,0.01113,43.15,86.08,A,0,0,,Ambient,1,2481
002482,Mineral or Chemical Fertilisers - Class 1 - Retail Unit,CUS2117,332,Chemical,Mineral or Chemical Fertilisers,CTN,4,50,15.562,0.01358,358.37,788.5,C,1,0,,Hazmat,1,2482
002483,"Tricycles, Toys, Reduced-Size Models - Export Grade - Retail Unit",CUS0128,894,Consumer Goods,"Tricycles, Toys, Reduced-Size Models",LTR,41,22,4.5779,0.04224,153.28,244.41,C,0,0,,Ambient,1,2483
002484,Other Floating Structures - Type II - Retail Unit,CUS2374,830,Project Cargo,Other Floating Structures,EA,40,73,22.1805,0.04954,370.36,469.96,C,0,0,,Ambient,1,2484
002485,Beer Made from Malt - Class 1 - Retail Unit,CUS1613,212,Consumer Goods,Beer Made from Malt,EA,8,26,25.232,0.02888,296.6,741.15,C,0,0,,Ambient,1,2485
002486,Monitors and Projectors - Grade B - Retail Unit,CUS2546,722,Consumer Goods,Monitors and Projectors,PAL,26,61,4.6208,0.03206,501.77,601.29,C,0,0,,Bulk,1,2486
002487,"T-Shirts, Singlets, Knitted - Domestic Grade - Retail Unit",CUS2062,535,Consumer Goods,"T-Shirts, Singlets, Knitted",CTN,35,52,4.49,0.03551,15.88,23.17,C,0,0,,Ambient,1,2487
002488,Wine of Fresh Grapes - Domestic Grade - Retail Unit,CUS0103,195,Consumer Goods,Wine of Fresh Grapes,EA,11,79,20.5614,0.02292,591.6,800.03,C,0,0,,Ambient,1,2488
002489,Structures and Parts of Iron/Steel - Domestic Grade - Retail Unit,CUS1761,615,Industrial,Structures and Parts of Iron/Steel,KG,16,44,10.1211,0.00904,185.3,290.01,C,0,0,,Ambient,1,2489
002490,"Men's Suits, Trousers, Not Knitted - Loose - Retail Unit",CUS3195,558,Consumer Goods,"Men's Suits, Trousers, Not Knitted",EA,6,72,7.6162,0.04239,243.43,541.47,A,0,0,,Ambient,1,2490
002491,"Ethers, Alcohols, Peroxides - Grade A - Retail Unit",CUS1600,281,Chemical,"Ethers, Alcohols, Peroxides",KG,47,70,34.0319,0.03827,625.71,1511.29,C,1,0,,Hazmat,1,2491
002492,Automatic Data Processing Machines - Industrial Grade - Retail Unit,CUS0014,665,Industrial,Automatic Data Processing Machines,KG,16,74,1.9565,0.01201,360.88,645.06,C,0,0,,Ambient,1,2492
002493,Frozen Bovine Meat - Export Grade - Retail Unit,CUS2685,14,Perishable,Frozen Bovine Meat,EA,28,59,13.21,0.03665,451.85,757.58,C,0,1,204,Chilled,1,2493
002494,Beer Made from Malt - Retail Pack - Retail Unit,CUS2169,204,Consumer Goods,Beer Made from Malt,KG,6,39,45.6833,0.0416,716.84,1036.25,A,0,0,,Ambient,1,2494
002495,Other Floating Structures - Type I - Retail Unit,CUS0644,829,Project Cargo,Other Floating Structures,PAL,18,77,22.4165,0.04704,250.2,481.75,A,0,0,,Ambient,1,2495
002496,Other Furniture and Parts Thereof - Domestic Grade - Retail Unit,CUS2686,875,Consumer Goods,Other Furniture and Parts Thereof,KG,4,55,1.2634,0.00606,48.85,94.33,C,0,0,,Ambient,1,2496
002497,"Bananas, Fresh or Dried - Grade B - Retail Unit",CUS1655,62,Perishable,"Bananas, Fresh or Dried",CTN,34,53,17.1706,0.04784,113.1,263.46,C,0,1,247,Chilled,1,2497
002498,"Taps, Cocks, Valves and Similar Appliances - Grade B - Retail Unit",CUS2867,682,Industrial,"Taps, Cocks, Valves and Similar Appliances",EA,45,41,16.6538,0.04156,626.9,1468.25,C,0,0,,Ambient,1,2498
002499,Automatic Data Processing Machines - Standard - Retail Unit,CUS2124,667,Industrial,Automatic Data Processing Machines,PAL,41,44,0.1471,0.00074,10.81,21.59,C,0,0,,Ambient,1,2499
002500,"Polymers of Ethylene, in Primary Forms - Palletized - Retail Unit",CUS0306,437,Industrial,"Polymers of Ethylene, in Primary Forms",CTN,33,53,12.4958,0.0328,343.49,800.26,C,0,0,,Ambient,1,2500
002501,"Fireworks, Signalling Flares - Standard - Retail Unit",CUS0920,387,Industrial,"Fireworks, Signalling Flares",CTN,13,29,11.5827,0.0156,306.43,452.2,C,1,0,,Hazmat,1,2501
002502,"T-Shirts, Singlets, Knitted - Retail Pack - Retail Unit",CUS0213,524,Consumer Goods,"T-Shirts, Singlets, Knitted",CTN,29,31,2.724,0.01764,58.68,109.49,C,0,0,,Ambient,1,2502
002503,"Medicaments, Mixed or Unmixed - Domestic Grade - Retail Unit",CUS1488,315,Chemical,"Medicaments, Mixed or Unmixed",EA,31,75,23.2933,0.04947,708.09,1267.47,C,0,1,689,Frozen,1,2503
002504,"Bananas, Fresh or Dried - Domestic Grade - Retail Unit",CUS0644,75,Perishable,"Bananas, Fresh or Dried",PAL,5,52,6.3678,0.01723,109.5,249.61,B,0,1,255,Chilled,1,2504
002505,Motor Cars and Other Motor Vehicles - Premium - Retail Unit,CUS0402,766,Automotive,Motor Cars and Other Motor Vehicles,EA,15,27,7.6248,0.02754,633.63,1009.42,A,0,0,,Bulk,1,2505
002506,"New Pneumatic Tyres, of Rubber - Processed - Retail Unit",CUS2535,480,Industrial,"New Pneumatic Tyres, of Rubber",KG,42,75,5.5536,0.02931,71.75,175.06,C,0,0,,Ambient,1,2506
002507,Wine of Fresh Grapes - Domestic Grade - Retail Unit,CUS1973,195,Consumer Goods,Wine of Fresh Grapes,KG,30,73,28.8865,0.02755,1088.93,2068.77,B,0,0,,Ambient,1,2507
002508,"Tricycles, Toys, Reduced-Size Models - Refined - Retail Unit",CUS2515,899,Consumer Goods,"Tricycles, Toys, Reduced-Size Models",KG,1,68,3.0818,0.01895,75.66,107.48,C,0,0,,Bulk,1,2508
002509,Electric Accumulators (Batteries) - Domestic Grade - Retail Unit,CUS2871,755,Industrial,Electric Accumulators (Batteries),LTR,38,52,13.6078,0.0388,2761.34,5192.48,C,0,0,,Ambient,1,2509
002510,Footwear with Leather Uppers - Palletized - Retail Unit,CUS2286,577,Consumer Goods,Footwear with Leather Uppers,PAL,23,49,1.3392,0.00804,42.33,89.39,B,0,0,,Bulk,1,2510
002511,Other Furniture and Parts Thereof - Palletized - Retail Unit,CUS2876,877,Consumer Goods,Other Furniture and Parts Thereof,EA,7,71,5.1402,0.03064,43.71,94.22,C,0,0,,Ambient,1,2511
002512,Monitors and Projectors - Bulk - Retail Unit,CUS0604,723,Consumer Goods,Monitors and Projectors,PAL,26,29,4.5466,0.0311,978.87,2399.99,C,0,0,,Ambient,1,2512
002513,Other Articles of Plastics - Type I - Retail Unit,CUS2139,449,Industrial,Other Articles of Plastics,EA,10,35,14.4085,0.0421,539.75,808.28,C,0,0,,Bulk,1,2513
002514,"Petroleum Oils, Refined - Refined - Retail Unit",CUS1127,239,Chemical,"Petroleum Oils, Refined",LTR,30,62,25.8643,0.02901,484.57,886.84,B,1,0,,Hazmat,1,2514
002515,Uncoated Paper and Paperboard - Industrial Grade - Retail Unit,CUS2400,505,Industrial,Uncoated Paper and Paperboard,CTN,22,49,15.6691,0.04699,37.43,85.55,B,0,0,,Ambient,1,2515
002516,"Insecticides, Pesticides, Disinfectants - Standard - Retail Unit",CUS1451,407,Chemical,"Insecticides, Pesticides, Disinfectants",EA,17,76,25.2412,0.04075,684.22,1145.82,C,1,0,,Hazmat,1,2516
002517,Electric Accumulators (Batteries) - Retail Pack - Retail Unit,CUS2335,744,Industrial,Electric Accumulators (Batteries),EA,48,36,3.871,0.0122,158.44,393.23,B,0,0,,Ambient,1,2517
002518,"Telephone Sets, Smartphones - Standard - Retail Unit",CUS1617,707,Consumer Goods,"Telephone Sets, Smartphones",EA,28,35,6.0082,0.03414,1040.54,1447.92,A,0,0,,Ambient,1,2518
002519,Uncoated Paper and Paperboard - Standard - Retail Unit,CUS2302,507,Industrial,Uncoated Paper and Paperboard,CTN,14,39,23.2638,0.0461,855.22,1098.05,C,0,0,,Bulk,0,2519
002520,Other Inorganic Acids - Grade B - Retail Unit,CUS1969,242,Chemical,Other Inorganic Acids,EA,32,46,27.2371,0.02349,306.11,629.91,B,1,0,,Hazmat,1,2520
002521,Footwear with Leather Uppers - Standard - Retail Unit,CUS2059,567,Consumer Goods,Footwear with Leather Uppers,CTN,28,78,3.7776,0.02298,132.0,221.44,B,0,0,,Bulk,1,2521
002522,Frozen Bovine Meat - Bulk - Retail Unit,CUS1207,3,Perishable,Frozen Bovine Meat,EA,31,34,12.9744,0.04311,249.22,554.77,B,0,1,160,Chilled,1,2522
002523,Beer Made from Malt - Type I - Retail Unit,CUS2323,209,Consumer Goods,Beer Made from Malt,EA,24,54,15.3225,0.01436,348.51,820.02,C,0,0,,Ambient,1,2523
002524,"Medicaments, Mixed or Unmixed - Refined - Retail Unit",CUS0703,319,Chemical,"Medicaments, Mixed or Unmixed",EA,37,71,3.2226,0.00723,216.08,500.43,C,0,0,,Ambient,1,2524
002525,"Fireworks, Signalling Flares - Carton Pack - Retail Unit",CUS2817,396,Industrial,"Fireworks, Signalling Flares",CTN,34,36,13.353,0.01484,267.44,412.13,B,1,0,,Hazmat,1,2525
002526,Soap and Organic Surface-Active Products - Bulk - Retail Unit,CUS0990,363,Consumer Goods,Soap and Organic Surface-Active Products,EA,36,50,24.1176,0.04853,214.18,530.69,C,0,0,,Bulk,1,2526
002527,Mineral or Chemical Fertilisers - Grade A - Retail Unit,CUS1771,321,Chemical,Mineral or Chemical Fertilisers,LTR,5,80,54.0892,0.04685,162.49,332.98,C,1,0,,Hazmat,1,2527
002528,Footwear with Leather Uppers - Grade A - Retail Unit,CUS0415,561,Consumer Goods,Footwear with Leather Uppers,EA,48,77,7.3201,0.04444,208.87,441.56,C,0,0,,Ambient,1,2528
002529,"Polymers of Ethylene, in Primary Forms - Palletized - Retail Unit",CUS0731,437,Industrial,"Polymers of Ethylene, in Primary Forms",LTR,28,37,19.0727,0.0428,365.14,787.29,B,0,0,,Ambient,1,2529
002530,"Tricycles, Toys, Reduced-Size Models - Refined - Retail Unit",CUS2999,899,Consumer Goods,"Tricycles, Toys, Reduced-Size Models",PAL,29,63,3.4383,0.02416,97.48,218.91,C,0,0,,Ambient,1,2530
002531,Cane or Beet Sugar - Carton Pack - Retail Unit,CUS0487,156,Consumer Goods,Cane or Beet Sugar,EA,27,54,23.4077,0.03075,710.77,1268.28,B,0,0,,Ambient,1,2531
002532,"Ethers, Alcohols, Peroxides - Type III - Retail Unit",CUS0104,291,Chemical,"Ethers, Alcohols, Peroxides",EA,43,45,9.4079,0.01301,200.7,422.96,C,1,0,,Hazmat,1,2532
002533,Electric Accumulators (Batteries) - Class 2 - Retail Unit,CUS0951,753,Industrial,Electric Accumulators (Batteries),EA,34,28,16.0924,0.04529,3440.05,5356.42,C,1,0,,Hazmat,1,2533
002534,Electric Accumulators (Batteries) - Industrial Grade - Retail Unit,CUS2400,745,Industrial,Electric Accumulators (Batteries),LTR,33,50,13.1805,0.04378,300.27,681.87,A,1,0,,Hazmat,1,2534
002535,Monitors and Projectors - Class 2 - Retail Unit,CUS2644,733,Consumer Goods,Monitors and Projectors,EA,38,54,0.9915,0.0054,233.42,422.27,C,0,0,,Ambient,1,2535
002536,"Bananas, Fresh or Dried - Processed - Retail Unit",CUS2816,80,Perishable,"Bananas, Fresh or Dried",CTN,17,77,4.5234,0.01625,11.02,21.72,C,0,1,599,Chilled,1,2536
002537,Structures and Parts of Iron/Steel - Premium - Retail Unit,CUS1525,606,Industrial,Structures and Parts of Iron/Steel,EA,34,71,48.2781,0.04132,544.04,866.34,B,0,0,,Ambient,1,2537
002538,"Milk and Cream, Concentrated or Sweetened - Class 1 - Retail Unit",CUS3048,52,Perishable,"Milk and Cream, Concentrated or Sweetened",CTN,36,38,18.204,0.03874,632.44,1262.64,C,0,0,,Ambient,1,2538
002539,"New Pneumatic Tyres, of Rubber - Type II - Retail Unit",CUS1482,470,Industrial,"New Pneumatic Tyres, of Rubber",KG,34,46,2.756,0.01487,12.23,20.08,C,0,0,,Ambient,1,2539
002540,Automatic Data Processing Machines - Type III - Retail Unit,CUS2690,671,Industrial,Automatic Data Processing Machines,CTN,30,79,6.2509,0.02215,1319.94,2297.69,B,0,0,,Ambient,1,2540
002541,Beer Made from Malt - Processed - Retail Unit,CUS2892,220,Consumer Goods,Beer Made from Malt,KG,33,43,13.3586,0.0129,408.89,915.37,A,0,0,,Ambient,1,2541
002542,Monitors and Projectors - Grade B - Retail Unit,CUS2241,722,Consumer Goods,Monitors and Projectors,EA,43,62,3.3488,0.02353,305.07,494.93,B,0,0,,Ambient,1,2542
002543,"Milk and Cream, Concentrated or Sweetened - Grade B - Retail Unit",CUS2726,42,Perishable,"Milk and Cream, Concentrated or Sweetened",PAL,16,40,20.9691,0.03571,58.99,118.6,C,0,0,,Ambient,1,2543
002544,Wine of Fresh Grapes - Loose - Retail Unit,CUS0635,198,Consumer Goods,Wine of Fresh Grapes,LTR,29,64,10.0139,0.0106,274.17,561.49,C,0,0,,Ambient,1,2544
002545,Structures and Parts of Iron/Steel - Type I - Retail Unit,CUS2486,609,Industrial,Structures and Parts of Iron/Steel,EA,21,72,4.2089,0.00815,136.45,274.52,C,0,0,,Ambient,1,2545
002546,Beer Made from Malt - Class 1 - Retail Unit,CUS0936,212,Consumer Goods,Beer Made from Malt,CTN,18,59,2.469,0.0022,94.34,108.83,B,0,0,,Bulk,1,2546
002547,"Men's Suits, Trousers, Not Knitted - Type II - Retail Unit",CUS1115,550,Consumer Goods,"Men's Suits, Trousers, Not Knitted",EA,43,23,0.7708,0.00562,6.84,13.43,C,0,0,,Ambient,1,2547
002548,Palm Oil and Its Fractions - Export Grade - Retail Unit,CUS2432,134,Chemical,Palm Oil and Its Fractions,CTN,47,21,9.1757,0.00936,282.04,488.59,C,0,0,,Ambient,1,2548
002549,"Parts of Balloons, Aircraft or Spacecraft - Economy - Retail Unit",CUS2169,808,Project Cargo,"Parts of Balloons, Aircraft or Spacecraft",CTN,32,74,5.9669,0.02652,1037.75,2211.83,B,0,0,,Ambient,1,2549
002550,Soap and Organic Surface-Active Products - Grade B - Retail Unit,CUS1504,362,Consumer Goods,Soap and Organic Surface-Active Products,KG,33,74,29.181,0.04926,193.38,372.05,C,0,0,,Ambient,1,2550
002551,Footwear with Leather Uppers - Palletized - Retail Unit,CUS2715,577,Consumer Goods,Footwear with Leather Uppers,EA,29,53,2.5582,0.01535,9.39,10.88,C,0,0,,Ambient,1,2551
002552,Other Furniture and Parts Thereof - Processed - Retail Unit,CUS0038,880,Consumer Goods,Other Furniture and Parts Thereof,PAL,43,78,1.2936,0.00578,15.03,35.16,B,0,0,,Bulk,1,2552
002553,"Medicaments, Mixed or Unmixed - Bulk - Retail Unit",CUS0669,303,Chemical,"Medicaments, Mixed or Unmixed",LTR,31,40,16.4886,0.03403,479.14,809.77,B,0,1,193,Chilled,1,2553
002554,Wine of Fresh Grapes - Type III - Retail Unit,CUS0741,191,Consumer Goods,Wine of Fresh Grapes,KG,5,23,40.9286,0.03978,486.33,1185.67,A,0,0,,Ambient,1,2554
002555,"Men's Suits, Trousers, Not Knitted - Economy - Retail Unit",CUS1491,548,Consumer Goods,"Men's Suits, Trousers, Not Knitted",EA,24,21,4.5562,0.04242,86.09,152.98,C,0,0,,Ambient,1,2555
002556,Cane or Beet Sugar - Loose - Retail Unit,CUS2834,158,Consumer Goods,Cane or Beet Sugar,EA,7,71,7.166,0.0078,92.14,152.99,C,0,0,,Ambient,1,2556
